日期,序号,模版名称,模版字数,模版关键词提取：主体信息,模版关键词提取：标的,模版关键词提取：价款与支付信息,模版关键词提取：交易,关键词串联：主体信息,关键词串联：标的,关键词串联：价款与支付信息,关键词串联：交易,模版标准度打分,合同类型,合同类型-一级,合同类型-二级,备注
20250331,28,28_房屋维修协议书(样式一),3914,物业公司|维修单位|监督方|业主客户|施工方,房屋维修|住房修理|维保监督|维修任务|保修业务,工程尾款|费用报价|市场价|罚金|现金支付,维修期限|施工规定|验收单|交接单|协调会|争议裁决|维修标准|垃圾清运|报表统计|签字确认|入户查看|书面通知|五金件|防水层|成品保护,本合同涉及的主体包括物业公司、维修单位、监督方、业主客户及施工方，各方需按照约定履行各自职责，确保维修工作的顺利实施。,本合同标的为房屋维修及住房修理服务，包括但不限于维保监督、维修任务执行及保修业务，确保房屋设施的正常使用与维护。,合同价款以市场价为基础，由维修单位提供费用报价，业主客户以现金支付工程尾款。若出现违约情况，违约方需按约定支付罚金。,维修期限、施工规定及维修标准需严格执行，施工方需完成垃圾清运、成品保护等工作，并提交验收单、交接单及报表统计。监督方负责入户查看、书面通知及协调会组织，争议由双方协商或提交争议裁决解决。五金件、防水层等细节需符合要求，最终以签字确认完成验收。,85,服务合同--维护服务合同,服务合同,维护服务合同,协议
20250331,29,29_民办学校用工合同,2897,用人单位|劳动者|法定代表人|负责人|教职工|试用期员工|正式员工|特殊岗位|女职工|未成年工|工伤员工|患病员工|事假员工|带薪休假员工|退休员工,民办学校|用工合同|工作岗位|工作内容|工作数量|质量要求|劳动义务|工作业绩|劳动成果|实际贡献|劳动定额|工资报酬|绩效工资|基本工资|社会保险|福利待遇,月薪|试用期工资|绩效工资|基本工资|加班工资|事假扣薪|带薪休假|工资增长|工资基数|发薪日|货币支付|最低工资|工资指导线|工资指导价|工资协商,合同期限|试用期限|工作安排|岗位变动|工作时间|休息休假|加班加点|补休|年休假|劳动保护|安全卫生|健康检查|安全操作|职业病|医疗期|工伤救治|工伤认定|劳动能力鉴定|社保缴纳|社保查询|福利执行|劳动纪律|商业秘密|竞业限制|服务期|特殊待遇|补充保险|补充医疗|学校福利|合同终止|经济补偿|赔偿责任|劳动争议|劳动仲裁|诉讼维权|行政举报|地址变更|合同涂改|合同生效|合同份数,本合同主体为用人单位（民办学校）与劳动者（教职工），由用人单位法定代表人（或负责人）签署生效。劳动者包括试用期员工、正式员工及特殊岗位员工（如女职工、未成年工等）。合同对工伤员工、患病员工、事假员工及带薪休假员工的权利义务作出特别约定，并明确了退休员工的待遇标准。,本合同标的为民办学校与劳动者签订的用工合同，明确约定了工作岗位、工作内容及工作数量，并提出了相应的质量要求。劳动者需履行劳动义务，完成规定的工作业绩和劳动成果，其实际贡献将作为劳动定额的考核依据。用人单位将根据劳动者的表现支付工资报酬，包括基本工资和绩效工资，同时依法提供社会保险及其他福利待遇。,合同价款包括月薪（含试用期工资、基本工资及绩效工资）、加班工资等，并规定了事假扣薪、带薪休假等特殊情况处理方式。工资增长机制参照工资指导线和工资指导价，通过工资协商确定。用人单位承诺以货币形式于每月固定发薪日支付不低于最低工资标准的报酬，工资基数按约定执行。,本合同约定了合同期限（含试用期限）、工作安排及岗位变动规则。明确规定了工作时间、休息休假（含年休假）制度，对加班加点及补休作出具体安排。用人单位需提供劳动保护、安全卫生条件，定期组织健康检查，落实安全操作规程，预防职业病。对医疗期、工伤救治（含工伤认定、劳动能力鉴定）等作出专项约定。双方需依法执行社保缴纳（含社保查询）、福利待遇（含学校福利、补充保险等）。合同对劳动纪律、商业秘密保护、竞业限制、服务期及特殊待遇等事项作出约束。明确约定了合同终止条件、经济补偿标准及赔偿责任。劳动争议可通过劳动仲裁、诉讼维权或行政举报解决。合同还对地址变更、合同涂改等事项作出说明，明确合同生效条件及合同份数。,115,劳动关系合同--劳动合同,劳动关系合同,劳动合同,
20250331,30,30_劳动合同签订书,3137,有限公司|法定代表人|员工姓名|户籍地址|居住地址,工作岗位|工作地点|工种岗位|试用期限|合同期限,计时工资|计件工资|试用工资|月工资|奖金|津贴|补贴|加班费|货币支付|工资清单|支付日期|最低工资|工资标准,工时制度|带薪休假|加班补休|工伤待遇|职业病|社会保险|安全培训|劳动保护|安全帽|安全带|三不伤害|停电作业|职业病检查|医疗期|劳动报酬,本合同由上海某某科技有限公司（有限公司）与员工张三（员工姓名）签订。公司法定代表人为李四，员工户籍地址为江苏省南京市玄武区某某街道，居住地址为上海市浦东新区张江镇某某小区。,本合同明确约定了员工的工作岗位为技术员，工作地点位于上海市浦东新区张江高科技园区，工种岗位属于技术类岗位。合同期限为三年，其中包含两个月的试用期限，试用期内双方可依法解除劳动合同。,“员工工资实行月工资制，基本工资标准为人民币8000元，试用工资为正式工资的80%。工资构成包括计时工资、奖金、津贴及补贴，加班费按国家规定另行计算。公司以货币形式支付劳动报酬，每月15日（支付日期）发放工资并提供工资清单，且不低于上海市最低工资标准。,公司实行标准工时制度，员工依法享受带薪休假及加班补休待遇。公司为员工办理社会保险，提供安全培训及劳动保护用品（如安全帽、安全带等），严格执行‘三不伤害’原则。特殊工种需停电作业时，公司须确保操作安全。员工享有工伤待遇及职业病检查权利，医疗期内劳动报酬按相关规定执行。,75,劳动关系合同--劳动合同,劳动关系合同,劳动合同,
20250331,31,31_云南省农民合同制职工劳动合同书,2585,农民|职工|企业|工人|城镇|农村,岗位|工种|任务|条件|设施|用品,工资|奖金|补贴|津贴|加班费|医疗费|丧葬费|抚恤费|养老金|补助金,期限|试用期|岗位|工种|任务|条件|设施|用品|纪律|时间|报酬|加班|考核|标准|医疗期|病假|工资|丧葬|抚恤|退休|转产|解除|终止|续订|变更|福利|保险|工伤|死亡|补助|养老金,本合同主体为用人单位（企业）与劳动者（职工/工人），包括来自城镇或农村的就业人员，明确双方在劳动关系中的权利与义务。,本合同标的为用人单位提供的具体工作岗位及工种，明确工作任务、工作条件、工作设施及劳动保护用品等事项，确保劳动者在安全、合规的环境下完成工作任务。,合同价款与支付条款涵盖劳动者的工资、奖金、各类补贴及津贴，同时包括加班费、医疗费、丧葬费、抚恤费、养老金及其他补助金，确保劳动者依法获得劳动报酬及相关福利待遇。,合同交易条款包括劳动合同期限、试用期约定、岗位工种及任务要求、工作条件与设施配备、劳动纪律、工作时间、报酬标准、加班安排、考核机制、医疗期与病假规定、丧葬抚恤待遇、退休转产安排、合同解除终止与续订条件、变更程序，以及福利保险、工伤死亡补助和养老金等事项，全面规范劳动关系中的各项权利义务。,125,劳动关系合同--劳动合同,劳动关系合同,劳动合同,
20250331,32,32_劳动合同(劳务派遣),3378,派遣单位|劳动者|用工单位|许可证|法定代表人,劳务派遣|劳动合同|工作内容|工作岗位|派遣期限,月工资|计件工资|绩效工资|试用期工资|最低工资|支付日期|货币支付|代扣代缴|加班工资|劳动报酬,工作地点|工时制度|休息休假|社会保险|工伤保险|职业培训|劳动保护|职业病|健康检查|安全操作|变更合同|解除合同|终止合同|经济补偿|工作交接|劳动争议|连带责任,本合同主体包括具有合法资质的派遣单位（需提供劳务派遣许可证）、实际提供劳动的劳动者以及实际用工单位三方。各方法定代表人或授权代表需签字确认，明确各自权利义务关系。,本合同标的为劳务派遣服务，明确规定了劳动者与派遣单位之间的劳动合同关系，具体包括工作内容、工作岗位的具体要求以及派遣期限等核心要素，确保劳务派遣行为合法合规。,合同详细约定了劳动报酬支付标准，包括月工资、计件工资、绩效工资等多种形式，明确试用期工资不得低于最低工资标准。支付日期固定为每月X日，以货币形式支付，并按规定代扣代缴社会保险等费用。同时约定了加班工资计算标准等特殊情形下的报酬支付。,本合同全面约定了工作地点、标准工时制度、休息休假安排等基本劳动条件，明确用工单位需为劳动者办理社会保险（含工伤保险），提供职业培训、劳动保护措施，定期安排健康检查预防职业病。同时详细规定了合同变更、解除、终止的条件和程序，包括经济补偿标准、工作交接要求及劳动争议处理机制，特别强调了用工单位与派遣单位对劳动者的连带责任。,125,劳动关系合同--劳动合同,劳动关系合同,劳动合同,
20250331,33,33_投资者网上远程交易委托服务协议,3566,直销投资者|基金管理|网上交易|远程委托,基金账户|基金交易|认购申请|申购申请|赎回申请|转托管|分红变更,资金支付|资金来源|支付费用|上网费|电话费,交易密码|委托申请|撤销申请|账户变更|系统记录|工作日|开放日|T日|T+n日|资产净值|份额转托|风险提示|免责条款|设备提示|密码提示|委托提示|受理时间|资金合法|信息变更|不可抗力|通讯故障|数据错误|身份仿冒|设备故障|网络安全|数据备份|故障恢复|电子数据|保密义务|司法机关|行政管理,本合同主体为基金管理公司及其直销投资者，双方通过网上交易平台或远程委托方式开展基金业务合作，投资者需遵守基金管理公司制定的相关交易规则。,本合同标的为基金管理公司为直销投资者提供的基金账户相关服务，包括但不限于基金交易（含认购申请、申购申请、赎回申请）、转托管业务及分红方式变更等操作事项。,投资者应确保资金支付来源合法，并承担因基金交易产生的支付费用（包括但不限于上网费、电话费等通讯费用），所有资金划付均需符合监管要求。,投资者须妥善保管交易密码，通过委托申请或撤销申请办理业务，系统记录以T日（开放日）或T+n日资产净值为准。转托管需提前申请，并注意风险提示及免责条款。投资者应确保设备安全、密码保密，及时更新信息变更。基金管理公司对不可抗力、通讯故障、数据错误、身份仿冒、设备故障、网络安全等问题不承担责任，但应履行数据备份及故障恢复义务。电子数据具有法律效力，双方均需履行保密义务，司法机关或行政管理机构依法要求披露的除外。,125,委托行纪中介合同--资产委托合同,委托行纪中介合同,资产委托合同,协议
20250331,34,34_法律事务代理协议,2305,委托人|受托人|律师事务所|法定代表人,法律代理|委托代理|律师服务|法律帮助,律师费|委托费|差旅费|电话费|预付款|尾款|实际额|退还费|不退还,服务期|起止日|续签期|资料提供|文件提交|真实性|合法性|工作条件|勤勉责|更换权|法律意见|独立权|客观性|工作报|进度报|执业纪|职业道|保密期|损失赔,本合同主体包括委托人、受托人（律师事务所）及其法定代表人，各方依法享有合同权利并履行相应义务，共同确保合同顺利执行。,本合同标的为法律代理服务，包括委托代理、律师服务及其他相关法律帮助事项，旨在为委托人提供专业的法律支持与保障,合同价款涵盖律师费、委托费及差旅费、电话费等实际支出费用。支付方式包括预付款与尾款，具体金额以实际额为准。部分费用如预付款可能不退还，其他费用按约定退还或不予退还。,本合同服务期以起止日为准，可协商续签。委托人需及时提供真实、合法的资料文件，受托人应履行勤勉责，独立、客观出具法律意见，并定期提交工作报与进度报。双方须遵守执业纪与职业道，保密期及损失赔条款另行约定。委托人享有更换权，受托人应提供必要工作条件,120,委托行纪中介合同--法律事务代理合同,委托行纪中介合同,法律事务代理合同,协议
20250331,35,35_重庆市商品房营销代理合同,3282,委托方|受托方|开发商|代理商|资质等级|营业执照|注册号|中介资质|营销策划|销售代理|市场调查|项目定位|策划报告|销售计划|广告推广,商品房|营销代理|独家代理|市场调研|营销策划|代理销售|项目位置|建筑面积|套内面积|销售均价|溢价销售|折扣优惠|底价表|付款方式|价格方案,策划费|预付金|佣金结算|底价佣金|溢价奖励|首期款|滞纳金|违约金|准备金|转账支付|现金支付|收款票据|结算日|付款批次|支付周期,销售计划|广告宣传|推广费用|售楼书|沙盘制作|展销会|报刊广告|电视广告|宣传材料|市场报告|营销方案|实施计划|销售条件|销售运作|价格执行|付款执行|折扣权限|书面批准|合同签订|房源告知|产权保证|设计变更|工程进度|验收时间|交房时间|按揭手续|产权手续|合同登记|房源抵押|司法冻结|行政限制|自售告知|售房部|办公用品|购房直通车|保密义务|检查权利|督导权利|佣金支付|策划费付|整改期限|报告认可|销售任务|退房处理|再售佣金|赔偿条款|合同终止|人员聘用|争议解决|自动延期,委托方为[开发商]，受托方为[代理商]，双方均具备相应资质等级，持有有效营业执照（注册号：[注册号]）。受托方需具备中介资质，负责营销策划、销售代理、市场调查、项目定位等工作，并提供策划报告、销售计划及广告推广服务。,商品房营销代理服务，包括独家代理权、市场调研、营销策划及代理销售等事项。项目位于[项目位置]，总建筑面积[建筑面积]平方米，套内面积[套内面积]平方米。销售均价为[销售均价]元/平方米，涉及溢价销售、折扣优惠等价格策略，并依据底价表执行。付款方式包括[付款方式]，价格方案需经双方确认。,策划费为[策划费]元，预付金[预付金]元。佣金结算包括底价佣金和溢价奖励，按[结算日/支付周期]分批次支付（如首期款、尾款等）。支付方式为转账或现金，需开具收款票据。若逾期支付，需承担滞纳金或违约金，准备金用于保障费用结算。,受托方需制定销售计划、广告宣传方案，承担推广费用（如售楼书、沙盘、展销会、报刊/电视广告等）。销售条件包括价格执行、付款执行及折扣权限（需书面批准）。委托方需保证房源无产权瑕疵（如抵押、司法冻结），并告知设计变更、工程进度。交房时间、按揭及产权手续由委托方协助办理。双方需履行保密义务，受托方有权检查销售情况。佣金支付与销售任务挂钩，退房或再售需重新结算。争议通过协商解决，合同可自动延期。,125,委托行纪中介合同--销售代理合同,委托行纪中介合同,销售代理合同,
20250331,36,36_个人代理人保险代理合同书,4676,代理人|保险公司|投保人|担保人,保险业务|人身保险|售后服务|保险费,代理费|手续费|保证金|人民币|转账|现金|保险费|核保|考察期|业绩标准,授权范围|行政区划|险种调整|收取保费|交付保费|签字确认|垫缴禁止|账户管理|挪用禁止|转账时限|业绩考核|培训要求|单证签收|费用承担|担保要求|保证金|清偿能力|合同解除|终止条件|交接手续,本合同主体包括保险公司、投保人、代理人及担保人。保险公司负责提供保险产品及服务，投保人为保险合同的购买方，代理人受保险公司委托开展保险业务，担保人则为投保人的履约提供必要担保。,“本合同标的为保险公司提供的各类人身保险业务，包括但不限于保险产品的销售及售后服务。投保人需按照合同约定按时缴纳保险费，以确保保险合同的持续有效。,合同价款包括保险费、代理费、手续费及保证金等，均以人民币计价。支付方式可采用转账或现金形式，投保人需在核保通过后按时缴纳保险费。代理人需满足业绩标准，并在考察期内完成相关考核要求。,代理人应在授权范围内开展业务，不得超出约定的行政区划。保险公司有权根据市场情况调整险种，代理人需按要求收取及交付保费，并确保投保人签字确认。禁止垫缴保费或挪用保费资金，所有转账需在约定时限内完成。代理人需接受业绩考核及培训要求，妥善管理单证签收，并承担相关费用。担保人需具备清偿能力，合同解除或终止时需完成交接手续。,125,委托行纪中介合同--保险代理合同,委托行纪中介合同,保险代理合同,
20250331,37,37_音像出版发行合同,7828,甲方|乙方|著作权人|第三方|出品方|摄制方|发行方|出版方|主创|编剧|导演|演员|摄像师|录音师|灯光师,"影视剧|音像制品|著作权|许可证|剧照|版权|授权书|拷贝|磁带|素材|资料|物料|存货|宣传片|预告片
",许可费|人民币|支付|发票|账户|收款|付款|转账|汇款|分期|首付|尾款|违约金|赔偿|退款|折扣,授权|许可|独占|排他|普通|区域|期限|载体|交付|验收|宣传|推广|署名|剪辑|修改|贴片|广告|包装|发行|赠送|购买|优先权|物料归还|销毁|安保|检查|存货|通知|催告|解除|终止|变更|转让|仲裁|诉讼|法律适用|签署|生效|附件|补充,本合同主体包括甲方与乙方，涉及著作权人、第三方、出品方、摄制方、发行方、出版方，以及主创人员如编剧、导演、演员、摄像师、录音师、灯光师等,本合同标的为影视剧及相关音像制品，包括但不限于著作权、许可证、剧照、版权授权书、拷贝、磁带、素材、资料、物料、存货、宣传片及预告片等。,合同价款以人民币计算，包括许可费、分期支付（首付及尾款）、违约金、赔偿、退款及折扣等。支付方式涵盖转账、汇款，并需提供发票及收款账户信息。,交易条款涵盖授权类型（独占、排他、普通）、区域、期限、载体交付与验收，以及宣传推广、署名、剪辑修改、贴片广告、包装发行等。同时包括物料归还、销毁、安保检查、存货管理、通知催告、合同解除终止、变更转让、争议解决（仲裁或诉讼）、法律适用、签署生效及附件补充条款。,125,教育文化合同--出版合同,教育文化合同,出版合同,
20250331,38,38_影片洗印加工合同,4346,影片洗印|加工制作|委托服务|企业法人|著作权人|所有权人|授权代表,影片洗印|加工制作|校拷贝|影片规格|片名|幕种|声别|毫米别|工作周期|底片赔偿|服务内容,服务费用|预付款|余款|发票|加班费|补偿金|支付方式|收费标准|增加费用|经济补偿,委托事项|加工责任|质量鉴定|看片通知|调光印洗|送洗原底|摄影报告|镜头场记|安全包装|风险承担|审查双片|素材移交|保管费用|预告片|剪余片|著作权保证|赔偿损失|违约金|变更协议|解除合同|保密义务|不可抗力|通知送达|争议解决|合同转让|合同解释|合同效力|合同签署|合同附件,本合同由具备企业法人资格的影片洗印加工制作方与委托服务方（包括著作权人、所有权人或其授权代表）共同签署，明确双方在委托服务中的权利义务,影片洗印加工制作服务，包括校拷贝、底片赔偿等服务内容。服务涵盖影片规格、片名、幕种、声别、毫米别等技术要求，并约定工作周期等具体事项。,服务费用按照双方确认的收费标准执行，支付方式包括预付款和余款结算，并约定加班费、补偿金等增加费用的处理。委托方需按时支付费用，服务方应提供相应发票。,合同明确委托事项、加工责任及质量鉴定标准，约定看片通知、调光印洗、送洗原底（含摄影报告、镜头场记）等具体流程。涉及安全包装、风险承担、素材移交及保管费用等细节，同时规范预告片、剪余片处理。合同包含著作权保证、赔偿损失、违约金等责任条款，并约定变更协议、解除合同、保密义务、不可抗力等特殊情况处理。通知送达、争议解决、合同转让等程序性条款完备，合同解释、效力、签署及附件均作明确约定。,105,加工承揽合同--加工合同,加工承揽合同,加工合同,
20250331,39,39_合作拍摄电视剧合同,6184,制片方|投资方|出品方|摄制组|主创|编剧|导演|演员|财务|会计|审查|监管|清算|合作方|法人,电视剧|拍摄|集数|片名|剧本|著作权|署名权|出品人|导演|编剧|演员|场景|摄制|制作|许可证,预算|投资|货币|劳务|实物|广告|定金|余款|账户|支付|比例|分成|亏损|税款|结算,创意|剧本|主创|周期|开机|停机|出片|场地|保险|安全|署名|争议|管理|财务|报表|审核|分配|清算|保密|抵押|转让|授权|审查|顺延|解除|终止|通知|变更|仲裁|诉讼|补充|附件|生效|效力,本合同主体包括制片方XX公司、投资方XX集团、出品方XX影视等合作方。具体执行涉及摄制组、主创团队（含编剧XX、导演XX、演员XX等）、财务监管部门等。所有合作方均需指定法人代表，并接受审查监管，在合作期间共同承担清算责任。,本合同标的为一部电视剧的拍摄制作，具体内容包括剧本创作、场景摄制、后期制作等全流程工作。该剧暂定片名为《XX》，计划拍摄XX集，由XX担任出品人，XX担任导演，XX担任编剧，主要演员包括XX等。合同明确约定了各方的著作权归属及署名权安排，要求摄制组在制作过程中必须取得相关许可证。,合同价款总额为XX万元（货币单位），采用预算制管理，包含劳务报酬、实物投入及广告收益等。支付方式为：签约支付XX%定金，开机支付XX%，拍摄过半支付XX%，余款在出片后结算。各方按约定比例分成，需单独设立共管账户，明确税款承担及亏损分摊机制。,合同详细约定了创意开发、剧本修改、主创团队组建等前期条款。拍摄周期自XX年XX月开机至XX年XX月停机，期间需办理场地租赁、安全保险等事宜。特别约定了署名规范、争议解决（仲裁/诉讼）、财务管理及报表审核要求。合同同时包含保密条款、授权限制、审查流程等保障条款，并明确了顺延条件、解除终止程序、变更通知方式等。合同自签署日起生效，附件与补充协议具有同等效力。,125,娱乐体育合同--影视演艺合同,娱乐体育合同,影视演艺合同,
20250331,40,40_音效制作合同,4841,电影制作|电视剧制作|法人单位|音效承制|声音制作,音效制作|同期录音|声效剪辑|配音|拟音|音乐编辑|混录|国际声带|宣传片|光学转录,制作费|总金额|人民币|支付方式|首次支付|二次支付|尾款支付,制作期限|前期拍摄|后期制作|工作样片|音乐素材|文字材料|交付成果|技术附件|耗材支出|设备配备|机房安排|制作周期|审查修改|音频信号|保密义务|名誉维护|法律纠纷,本合同由具备法人资格的电影制作或电视剧制作单位作为委托方，与专业从事音效承制及声音制作的法人单位作为承制方共同订立，双方均具备相关领域合法经营资质。,本合同标的为影视作品全流程声音制作服务，包括音效制作、同期录音、声效剪辑、配音、拟音、音乐编辑、混录等专业技术服务，同时涵盖国际声带制作、宣传片声音设计及光学转录等配套服务。,合同总金额为人民币[具体金额]元整，支付方式采用分期付款：首次支付合同金额的30%作为预付款，二次支付40%作为中期款，尾款30%于交付验收合格后支付。所有款项均以人民币结算。,制作周期涵盖前期拍摄至后期制作全流程，承制方需按工作样片进度完成音乐素材整合与文字材料匹配，按期交付符合技术附件要求的音频信号成品。制作期间需配备专业设备及机房资源，承担耗材支出。双方应履行保密义务，维护商业信誉，如发生法律纠纷应协商解决。委托方有权对交付成果提出审查修改要求，但修改次数及期限需符合约定条款。,115,技术合同--技术服务合同,技术合同,技术服务合同,
20250401,41,41_委托开发合同(样式二),6832,委托人|研究开发人|委托单位|受托单位|开发方|投资方,技术项目|技术成果|技术方案|技术报告|技术设计|技术资料|技术指标|经济指标|技术参数|技术标准,开发经费|报酬金额|支付方式|支付期限|支付地点|实报实销|经费包干|结算方式|投资内容|财产归属,研究开发|开发计划|技术领域|工业化|小试中试|技术路线|开发进度|技术现状|发展趋势|专利申请|技术基础|攻关目标|试验方法|社会效益|经济效益|保密义务|风险责任|验收标准|技术协作|技术指导,本合同主体为委托人与研究开发人，其中委托单位（或投资方）作为项目委托方，受托单位（或开发方）作为技术开发方，双方共同履行合同权利义务。,本合同标的为技术开发项目，包括技术成果、技术方案、技术报告、技术设计及相关技术资料的交付。项目需达到约定的技术指标、经济指标和技术参数，并符合国家及行业相关技术标准。,合同价款包括开发经费和报酬金额，支付方式可采用分期支付或实报实销方式，具体支付期限、支付地点及结算方式在合同中明确约定。开发经费可采用经费包干形式，投资内容及财产归属需在合同中详细列明。,本合同交易条款涵盖研究开发全过程，包括开发计划制定、技术领域确认、工业化目标、小试中试安排及技术路线设计。开发进度需符合约定时间节点，并基于现有技术基础和技术现状开展攻关。项目需明确试验方法、验收标准及专利申请事宜，同时兼顾社会效益和经济效益。双方需履行保密义务，明确风险责任，并在技术协作和技术指导方面保持密切配合。,107,技术合同--技术开发合同,技术合同,技术开发合同,
20250401,42,42_技术咨询服务合同,4810,委托方|咨询方|技术人员|总代表|签证机构|银行机构|仲裁机构|政府当局,技术咨询|咨询服务|咨询报告|图纸资料|设计资料|规范图片|工程改进|服务范围|进度安排|人员安排,合同总价|分项价|固定价格|电汇支付|预付款|保函|形式发票|商业发票|即期汇票|支付比例|预提税|违约金|银行费用,资料提供|护照签证|工作许可|人员安排|进度提交|食宿安排|办公室|交通便利|损害赔偿|责任限定|报告交付|航空邮寄|传真通知|资料替换|保密义务|税费承担|保证义务|验收标准|资料归属|转让限制,本合同主体为委托方与咨询方，涉及技术人员、总代表等具体执行人员。签证机构、银行机构、仲裁机构及政府当局作为相关第三方机构，在合同履行过程中可能涉及相关业务办理。,本合同标的为咨询方为委托方提供的技术咨询服务，包括但不限于提供咨询报告、图纸资料、设计资料、规范图片等工程改进相关服务。服务范围涵盖人员安排、进度安排等具体事项，咨询方应按照约定提交相关技术资料和成果文件。,合同总价采用固定价格形式，包含分项价。支付方式为电汇支付，支付比例按预付款、进度款等分阶段执行。支付凭证包括形式发票、商业发票及即期汇票。涉及预提税、违约金及银行费用等财务事项按约定处理，咨询方需提供相应保函。,合同交易条款包括资料提供、人员安排（含护照签证、工作许可办理）、进度提交等具体执行事项。咨询方应确保办公条件（办公室、交通便利）及食宿安排。涉及报告交付可采用航空邮寄或传真通知方式，资料替换需及时处理。双方应履行保密义务、保证义务，明确税费承担、损害赔偿及责任限定。验收标准、资料归属及转让限制等事项均按约定执行。,123,技术合同--技术咨询合同,技术合同,技术咨询合同,
20250401,43,43_国际技术咨询服务合同,4684,委托方|咨询方|技术人员|总代表|机构签证|工作许可,技术咨询|咨询服务|服务范围|进度安排|人员安排|咨询报告|图纸资料|设计资料|工程规范|图片资料,合同总价|分项价|固定价格|通货膨胀|不可抗力|预付款|保函|形式发票|商业发票|即期汇票|支付比例|电汇支付|银行费用|预提税|违约金,资料提供|护照签证|工作许可|人员责任|进度提交|食宿安排|办公室|交通便利|损害赔偿|疏忽责任|保证期|技术标准|验收标准|资料交付|航空邮寄|传真通知|资料替换|保密义务|资料归属|资料索引|资料保存|合同转让|迟延罚金|违约解除|退还金额|加付利息|履行义务|不可抗力|仲裁规则|往来函件|公制尺寸|法律管辖|合同生效|合同期限|债权债务|合同附件|合同修订|书面确认|中英文版,本合同主体为委托方与咨询方，双方各自指定总代表负责协调工作。咨询方需确保其技术人员具备相应资质，并协助办理机构签证及工作许可等手续，以保证服务顺利开展。,本合同标的为技术咨询服务，咨询方将根据委托方需求提供专业的技术咨询，服务范围包括但不限于工程规范解读、设计资料审核及咨询报告编制等工作。咨询方需按进度安排提交相关成果，包括图纸资料、图片资料等技术文件，并确保人员安排合理，以满足项目需求。,合同总价为固定价格，包含分项价明细，不受通货膨胀影响。支付方式包括预付款、电汇支付及即期汇票等，具体支付比例按约定执行。委托方需承担银行费用及预提税，若因不可抗力导致违约，双方协商解决，否则违约方需支付违约金。,委托方需提供护照签证、工作许可等支持，并安排食宿、办公室及交通便利条件。咨询方需按期提交进度文件，确保技术标准符合验收要求，资料交付方式包括航空邮寄或传真通知。双方均需履行保密义务，资料归属及保存按约定执行。若发生迟延或违约，需支付迟延罚金或退还金额，并加付利息。争议解决适用仲裁规则，法律管辖及合同生效条件明确，修订需书面确认，中英文版具有同等效力。,125,技术合同--技术咨询合同,技术合同,技术咨询合同,
20250401,44,44_科学研究与技术开发项目委托开发合同,1561,委托单位|承担单位|甲方|乙方|科研机构|技术开发|项目牵头|课题负责,科研项目|技术开发|委托开发|直接材料|化验分析|燃料动力|设备购置|样机试制|现场试验|外协费|调研费|培训费|会议费|评审费|不可预见费,项目经费|分批拨付|经费明细|核算费用|直接费用|人员费用|设备费用|房屋占用|验收付款|暂停拨款|追加经费|财务印章|使用报告,技术指标|成果验收|进度安排|阶段考核|原始资料|书面报告|季度报告|年度小结|技术培训|专利申请|技术保密|成果归属|技术转让|技术入股|违约赔偿|争议协商|补充协议|现场实验|仪器明细|固定资产|验收鉴定|保密期限|资料退回|合同备案,本合同主体为委托单位（甲方）与承担单位（乙方），其中乙方为具备资质的科研机构。项目采用技术开发模式，由乙方作为项目牵头单位，指定课题负责人具体组织实施，甲方负责项目监督与验收工作。,本合同标的为委托开发科研项目，包括技术开发、样机试制及现场试验等工作内容。项目经费涵盖直接材料、化验分析、燃料动力等直接费用，以及设备购置、外协费、调研费等间接费用，同时包含培训费、会议费、评审费等专项支出，并预留不可预见费作为项目风险准备金。,项目经费总额经双方核算确定，包含人员费用、设备费用及房屋占用费等直接费用。经费实行分批拨付制度，乙方需提供经费明细和使用报告，经甲方审核后按进度支付。项目验收合格后付清尾款，甲方保留因项目执行问题暂停拨款的权利，重大变更可协商追加经费。所有支付均需加盖财务印章确认。,合同明确技术指标、进度安排及阶段考核要求，乙方需提交季度报告、年度小结等书面报告，并完整保存原始资料。项目成果验收需进行技术鉴定，涉及专利申请、技术转让等事项需另行约定。双方须履行技术保密义务（保密期限另行约定），成果归属按约定执行。违约方需承担赔偿，争议优先协商解决，重大变更需签订补充协议。项目完成后需退回相关资料并办理合同备案手续，现场实验涉及的仪器明细及固定资产需单独列明。,98,技术合同--技术开发合同,技术合同,技术开发合同,
