文件ID,模版名称,关键词提取结果,关键词提取结果,关键词提取结果,关键词提取结果,关键词串联结果,关键词串联结果,关键词串联结果,关键词串联结果,合同类型,合同类型,上传时间,字数,篇幅,标准度得分,简短,详细
334f029cfc194082a0010a0840e2a565,民用爆破器材买卖合同_919323656419545088,生产企业|企业凭照号|监管部门,产品名称|计量单位,执行年度|签订时间|合同编号,签订地点|印刷单位|国家工商行政管理总局|国防科工委|民用爆破器材|行业管理办公室|示范文本|GF—2001—0107|生产企业|产品名称|签订地点|执行年度|企业凭照号|计量单位|签订时间|合同编号,合同主体涉及生产企业，需提供企业凭照号，并接受监管部门监管。,本合同标的为产品名称及其计量单位。,合同价款与支付条款包括执行年度、签订时间及合同编号。,合同交易条款涵盖签订地点、印刷单位、国家工商行政管理总局、国防科工委、民用爆破器材、行业管理办公室、示范文本GF—2001—0107、生产企业、产品名称、签订地点、执行年度、企业凭照号、计量单位、签订时间及合同编号。,买卖合同,货物买卖合同,,111,,95,我需要一份民用爆破器材买卖合同模板，用于生产企业与采购方之间的交易。,请起草一份民用爆破器材买卖合同，合同主体需明确卖方（生产企业）和买方的信息，卖方需提供企业凭照号以证明资质。合同内容需包含产品名称、型号、数量、计量单位，并注明签订时间、地点及执行年度。计价方式采用固定总价，付款批次可协商约定，但需明确支付时间节点。合同中需体现监管部门（国家工商行政管理总局）及印刷单位（国防科工委）的备案要求，确保交易合法合规。同时需预留合同编号字段，便于归档管理。
da9093f4290e446981679266cf19c2d8,辽宁省自费出国留学中介服务合同_919325181971795968,自费留学|中介机构|申请人|委托人|受托人,留学服务|入学申请|签证申请|院校信息|教育概况,中介费|通讯费|代理费|全额缴付|分期缴付|现金支付|银行汇款|收据|发票,服务内容|入学要求|申请程序|材料准备|公证办理|护照办理|签证指导|前期准备|退费规定|拒签处理|政策变化|面试要求|学费缴纳|材料保密|录取通知|签证递交|补充材料,本合同由自费留学的申请人或委托人，与提供留学服务的中介机构或受托人共同签订。,本合同涉及的留学服务包括入学申请、签证申请等事项，涵盖院校信息及教育概况的提供与咨询。,合同价款包含中介费、通讯费及代理费，支付方式可选择全额缴付或分期缴付，通过现金支付或银行汇款完成，并出具收据或发票作为凭证。,服务内容包括入学要求咨询、申请程序指导、材料准备及公证办理、护照办理协助、签证指导等前期准备；同时明确退费规定、拒签处理及政策变化的应对措施，涵盖面试要求、学费缴纳、材料保密、录取通知跟进、签证递交及补充材料等具体条款。,中介合同,教育中介服务合同,,6027,,123,我需要一份辽宁省自费出国留学中介服务合同模板，用于委托中介机构办理留学申请。,请起草一份自费出国留学中介服务合同，需明确中介机构与申请人的权利义务，包括服务内容（如选校建议、材料指导、签证协助）、费用明细（通讯费和代理服务费分开计算）、退费规则（不同阶段退款比例）、材料真实性责任、签证风险提示、境外费用支付方式及纠纷解决条款。合同需符合辽宁省教育厅规定，附特别告知事项，并注明合同生效条件和法律适用。
d700b8ec40a543249afcb03f9fb88902,南京市殡葬代理服务合同（南京市2022版）_919324131332198400,治丧主体|代理人|殡葬代理|服务机构|法定代表人,灵堂布置|骨灰盒|寿衣|花圈|花篮|殡仪馆|追悼会,服务总费|殡仪馆费|代理费|支付期限|付清,服务项目|服务标准|证件材料|资料保管|需求反馈|商品质量|服务时间|服务明细|发票提供|手续办理|费用支付|服务监督|服务拒绝|资料保密|骨灰交付|遗体接运|告别服务|火化服务|骨灰寄存,合同主体包括治丧主体或其代理人、殡葬代理服务机构及其法定代表人，各方需明确各自的权利义务。,本合同涉及的标的包括灵堂布置、骨灰盒、寿衣、花圈、花篮等殡葬用品，以及殡仪馆场地使用和追悼会等相关服务。,合同价款涵盖服务总费、殡仪馆费和代理费等，支付期限需明确约定，所有费用应在服务完成后付清。,交易条款包括服务项目、服务标准、证件材料提供、资料保管、需求反馈、商品质量保证、服务时间安排、服务明细确认、发票提供、手续办理流程、费用支付方式、服务监督机制、服务拒绝条件、资料保密义务、骨灰交付程序、遗体接运安排、告别服务内容、火化服务要求及骨灰寄存事宜等。,委托合同,服务合同,,2914,,125,需要一份南京市殡葬代理服务合同模板，规范代理服务内容及双方权责。,请起草一份殡葬代理服务合同，主体为治丧家属或其代理人与殡葬服务机构。需包含服务项目（灵堂布置、骨灰盒销售等）、费用明细（殡仪馆基础服务费与代理服务费分开）、付款时间节点、双方权利义务（如家属配合手续办理、机构禁止扣押骨灰证件等）、违约责任（逾期交付证明/骨灰的违约金计算方式）、争议解决条款。特别要求机构不得从事遗体基础服务，需注明遵守殡葬管理条例，禁止捆绑消费和封建迷信用品销售。
a3abd7083d694c60bacb61385d76b72c,南京市存量房买卖合同_919324995375599616,卖方|买方|房地产经纪机构|抵押权人|承租人|优先购买权人|贷款银行|资金监管机构|不动产登记机构|房产交易管理部门,房屋|坐落|建筑面积|用途|权证号|单元号|丘权号|土地用途|使用权|抵押情况|租赁情况|附属设施|装修|质量|历史建筑,转让价款|定金|尾款|首付款|贷款|付款方式|付款期限|自行给付|资金监管|监管账户|税费|违约金|赔偿|补足|逾期支付,交付时间|交付条件|户籍迁出|杂费处理|更名手续|房屋收益|租赁期限|承租人|优先购买权|抵押解除|抵押登记|债务履行|贷款申请|贷款批准|贷款补足|资金划转|产权登记|转移登记|合同备案|网签备案|经纪服务|保护承诺|保护告知|保护责任|保护义务|使用功能|外部立面|内部空间|装饰改动|历史建筑|保护要求,本合同主体包括卖方与买方双方，涉及房地产经纪机构作为中介服务方。抵押权人、承租人及优先购买权人的权益明确。贷款银行、资金监管机构及不动产登记机构参与交易流程，房产交易管理部门负责监管。,本合同标的为房屋，具体坐落位置明确，建筑面积、用途及权证号均详细列明。房屋单元号与丘权号对应，土地用途及使用权情况清晰。抵押情况、租赁情况、附属设施及装修状况均有说明。房屋质量符合标准，若涉及历史建筑则特别标注保护要求。,合同价款包括转让价款、定金及尾款，首付款与贷款比例明确。付款方式、付款期限及自行给付或资金监管流程详细规定。监管账户用于保障交易安全，税费、违约金及赔偿条款清晰。逾期支付需补足款项并承担相应责任。,交付时间与条件明确，户籍迁出及杂费处理事项约定。更名手续、房屋收益分配及租赁期限与承租人权益规定。优先购买权、抵押解除与登记流程详细。债务履行、贷款申请与批准程序完整，资金划转与产权登记同步。转移登记、合同备案及网签备案流程规范。经纪服务责任、保护承诺与告知义务明确。房屋使用功能、外部立面及内部空间限制，装饰改动需符合历史建筑保护要求。,买卖合同,房屋买卖合同,,5652,,125,我要在南京市买卖一套二手房，请帮我起草一份正式的存量房买卖合同,请起草一份南京市存量房买卖合同，合同主体为卖方和买方，需包含房屋权属信息、面积、用途、抵押及租赁情况说明，付款方式可选自行给付或资金监管，明确定金和尾款金额，约定税费承担方式、交付时间及违约责任，要求包含交易备案流程、不动产权转移登记条款，涉及历史建筑时需附加保护承诺书，并附房屋状况说明书及各类证明文件模板。
c8f62b696ef941cd8e55f6d161fdfd6a,南京市商品房买卖合同（预售）_919325164015980544,房地产开发企业|买受人|抵押权人|物业服务企业|贷款机构,商品房|预售许可证|建设用地|土地使用权|建筑面积|套内面积|共有部位|层高|阳台|房屋朝向,总价款|首付款|分期付款|贷款支付|违约金|定金|预售资金|监管账户|计价方式|币种,交付条件|交付手续|面积差异|规划设计|质量保修|装饰装修|设备标准|空气质量|建筑隔声|节能措施|供水排水|供电|燃气|电话通信|有线电视|宽带网络|绿地率|非市政道路|车位车库|物业服务用房|医疗卫生|幼儿园|学校,合同主体明确规定了房地产开发企业作为卖方，买受人作为购房方，同时涉及抵押权人、物业服务企业及贷款机构等相关方的权利义务关系。,本合同标的涉及商品房及其相关权益，包括预售许可证、建设用地使用权、建筑面积与套内面积的具体划分、共有部位的权属、层高与阳台的设计标准以及房屋朝向等关键要素。,合同价款与支付条款详细约定了房屋总价款、首付款比例、分期付款安排、贷款支付流程、违约金计算标准、定金处理规则、预售资金监管账户的使用以及计价方式和币种等财务事项。,合同交易条款涵盖了房屋交付条件与手续、面积差异处理、规划设计与质量保修要求、装饰装修及设备标准、室内空气质量与建筑隔声标准、节能措施、供水排水供电等基础设施配置、通信与网络服务、绿地率与车位车库规划、物业服务用房设置以及医疗卫生与教育配套等综合性交易条件。,买卖合同,商品房预售合同,,12729,,115,我需要一份南京市商品房预售合同模板，用于开发商与购房者之间的房屋买卖交易。,请起草一份南京市商品房预售合同，要求包含开发商和购房者信息、房屋基本情况（位置、面积、户型、抵押情况）、付款方式（全款/贷款/分期）、交付标准（竣工验收备案证明、测绘报告）、质量保修条款（地基/主体结构/装饰装修）、面积差异处理（套内或建筑面积差异）、规划变更处理、物业管理约定，并符合南京市住房保障局监制要求，包含网签备案流程说明及合同解除条款，需附房屋平面图等11个附件。
ae6bffd2db594fe6b53bd415e1844165,南京市房屋租赁合同（试行）（居间服务版）_919324147367022592,出租人|承租人|经纪机构|法定代表人|委托代理人|法定代理人|经纪人员,房屋|坐落|建筑面积|套内面积|分摊面积|出租部位|出租面积|权证号|规划用途|所有权人|抵押状态|户型|装修|电梯|车库|车位|储藏间|建成年份,租金|押金|支付批次|支付方式|银行汇款|现金|发票|佣金|月租金|年租金|季租金|半年租金|退还租金|收款凭证|费用承担,租赁期限|交付日期|验收表|维修义务|使用要求|转租|转借|优先承租权|优先购买权|征收|装修|增加设备|监督工程|恢复原状|维持现状|保护告知|保护承诺|物业交验|看房|登记备案|变更备案|注销备案|紧急维修|排除险情|擅自进入|擅自改动|拆改设施|占用通道|存放危化品|违法犯罪|公共利益|相邻关系|治安隐患|消防隐患|居住人数|人均面积|书面同意|通知期限|搬离期限|结清费用,本合同主体包括出租人、承租人及经纪机构。各方需提供法定代表人、委托代理人或法定代理人的相关信息。经纪机构还需指定具体的经纪人员负责合同的相关事宜。,本合同标的为房屋，具体包括房屋的坐落位置、建筑面积、套内面积、分摊面积、出租部位及出租面积。房屋权证号、规划用途、所有权人及抵押状态需明确列明。房屋的户型、装修情况、电梯配备、车库、车位及储藏间等附属设施也需详细说明。建成年份作为房屋的重要信息之一，亦需在合同中予以确认。,合同价款主要包括租金、押金及相关费用。租金可按月、季、半年或年支付，支付批次和方式（如银行汇款或现金）需明确约定。发票、佣金及其他费用的承担也需在合同中列明。退还租金时需提供收款凭证，确保交易透明。,合同交易条款涵盖租赁期限、交付日期及物业交验等事项。承租人需遵守使用要求，不得擅自转租或转借。优先承租权、优先购买权及征收情况需特别约定。维修义务、紧急维修及排除险情等责任需明确划分。承租人不得擅自进入、改动房屋结构或占用通道，存放危化品或从事违法犯罪活动。居住人数、人均面积及相邻关系等需符合规定。通知期限、搬离期限及结清费用等后续事宜也需详细约定。,租赁合同,房屋租赁合同,,8052,,120,我需要一份南京市房屋租赁合同模板，用于通过中介出租房屋。,请起草一份包含出租人、承租人和经纪机构三方主体的房屋租赁合同，需明确房屋基本信息、租赁期限、租金支付方式及周期、押金金额、费用承担划分、房屋维修责任、提前解约条件、违约责任、房屋备案流程等条款，并确保符合南京市租赁法规及历史建筑保护要求。
d9eb89c1ef614c7391ba4d78cfe96405,内蒙古自治区传统奶制品买卖合同_919324145462808576,卖方|买方|供货商|采购商,奶制品|数量|规格|单价|保质期,货款|运输费|装卸费|税金|银行转账|增值税发票|结算周期|对账|付款方式|收款账户,供货方式|长期供货|一次性供货|书面订单|交货期限|验收标准|数量验收|外观验收|质量验收|抽样验收|退换货|鉴定机构|保管费用|风险承担|交货地点|承运单位|运输费用|货到付款,合同主体明确卖方与买方的权利义务关系，其中卖方作为供货商负责提供奶制品，买方作为采购商负责按约定接收并支付货款。,本合同涉及的标的物为奶制品，具体包括数量、规格、单价及保质期等关键要素，确保产品符合双方约定的质量标准。,合同价款涵盖货款、运输费、装卸费及税金等费用，支付方式包括银行转账，结算周期需明确，双方定期对账，卖方提供增值税发票，买方按约定付款至指定收款账户。,交易条款规定供货方式（长期供货或一次性供货），以书面订单确认交货期限，验收标准涵盖数量、外观、质量及抽样验收，退换货流程需经鉴定机构确认，保管费用及风险承担依交货地点划分，承运单位及运输费用由双方协商，货到付款为可选支付条件。,买卖合同,货物买卖合同,,3111,,110,我要进行传统奶制品的买卖，需要一份内蒙古地区的买卖合同模板。,请起草一份内蒙古传统奶制品买卖合同，需包含买卖双方信息、产品名称、数量、价格、供货方式（长期或一次性）、质量标准（符合国家及地方规定）、付款方式（先付款或按期结算）、交货方式（送货/自提/托运）、验收流程（数量外观及质量抽检）、违约责任（违约金比例及赔偿）以及争议解决条款（仲裁或诉讼）。需明确保质期要求、发票交付、运输责任及第三方质量鉴定流程。
05b813e5d821449b880cd524ed395faa,南京市邮轮旅游合同_919324137426522112,旅游者|旅行社|邮轮公司|地接社,邮轮产品|出发日期|出发港口|停靠港口|岸上游览|结束日期|返回地点|产品价格|舱位类型|住宿天数|岸上景点|游览时间|岸上交通|岸上住宿|岸上用餐|地接社,旅游费用|船票费|服务费|港务费|签证费|签注费|门票费|交通费|住宿费|餐费|支付期限|支付方式|现金|支票|信用卡,行程标准|旅游行程单|保险条款|投保信息|健康告知|证件提交|禁带物品|禁烟规定|财物保管|自行活动|集合时间|纠纷处理|文明规范|安全警示|服务标准|购物场所|付费项目|行程变更|港口停靠|返航延迟|岸上观光|行程天数|服务项目|活动安排|用餐选择|娱乐项目|安全责任,本合同主体涉及旅游者、旅行社、邮轮公司及地接社，各方需明确各自的权利与义务。,本合同标的为邮轮产品，包括出发日期、出发港口、停靠港口、岸上游览、结束日期、返回地点、产品价格、舱位类型、住宿天数、岸上景点、游览时间、岸上交通、岸上住宿、岸上用餐以及地接社服务。,合同价款包括旅游费用、船票费、服务费、港务费、签证费、签注费、门票费、交通费、住宿费及餐费，支付方式可为现金、支票或信用卡，并需在约定的支付期限内完成支付。,合同交易条款涵盖行程标准、旅游行程单、保险条款、投保信息、健康告知、证件提交、禁带物品、禁烟规定、财物保管、自行活动、集合时间、纠纷处理、文明规范、安全警示、服务标准、购物场所、付费项目、行程变更、港口停靠、返航延迟、岸上观光、行程天数、服务项目、活动安排、用餐选择、娱乐项目及安全责任等事项。,旅游合同,包价旅游合同,,6352,,115,请起草一份南京版邮轮旅游合同模板，供旅行社与游客使用。,请制定一份南京市邮轮旅游合同模板，需涵盖邮轮产品信息（如出发日期、港口、舱位标准）、旅游费用构成及支付方式、保险条款（旅行社责任险及游客可选意外险）、双方权利义务（包括游客行为规范及旅行社服务标准）、合同解除条件及费用扣除规则、不可抗力处理、争议解决方式等，并明确电子与纸质合同获取途径及使用说明，确保符合《南京市旅游条例》要求。
15641306a3b641359cac0e608439f15e,木材买卖合同_919325958257774592,买受人|出卖人|委托代理人,木材,对价|支付批次|支付方式,签字|盖章|日期|示范文本|交易类型|身份信息|合同编号|文本格式|签署日期|代理人信息|合同版本|法律效力|条款内容|履行方式|交付标准|验收标准|运输方式|储存条件|质量要求|数量确认,合同主体包括买受人、出卖人及委托代理人，明确了合同各方的法律身份。,本合同涉及的标的物为木材，明确了交易的具体物品。,合同价款与支付部分规定了对价、支付批次及支付方式，确保交易款项的明确与支付流程的规范。,合同交易条款涵盖了签字、盖章、日期、示范文本、交易类型、身份信息、合同编号、文本格式、签署日期、代理人信息、合同版本、法律效力、条款内容、履行方式、交付标准、验收标准、运输方式、储存条件、质量要求及数量确认，全面规范了合同的签署、履行及交易细节。,买卖合同,货物买卖合同,,64,,65,我要买卖木材，请帮我起草一份木材买卖合同。,请起草一份木材买卖合同，合同主体为买受人、出卖人，需包含双方签章及委托代理人签字信息。合同需明确木材种类、规格、数量、质量标准、交货方式、付款方式（如固定总价、一次性付全款或分期付款）、交货时间与地点、验收标准、违约责任及争议解决方式，用自然语言表述，确保条款完整且合法。
2809b3e1f8af4b12baf85df4e3d4de24,内蒙古自治区农副产品买卖合同_919324846662356992,涉农企业|农牧民|合作社|经营者,农副产品|数量|价款|质量标准|供货期限|交货方式|交货地点|包装标准|合理损耗|检验检疫,总价款|首付款|剩余款|银行转账|增值税票|付款账户|付款通知,质量标准|供货期限|交货方式|交货地点|包装标准|合理损耗|检验检疫|验收标准|验收期限|验收方式|质量异议|退换货|鉴定机构|保管费用|风险承担|运输费|装卸费|税金,本合同主体包括涉农企业、农牧民、合作社及其他相关经营者，各方需明确身份及权利义务。,本合同涉及的农副产品需明确约定数量、价款、质量标准、供货期限、交货方式、交货地点、包装标准及合理损耗，并需符合相关检验检疫要求。,合同总价款需明确约定，支付方式包括首付款与剩余款，通过银行转账完成，需提供增值税票及付款账户信息，付款前需发送付款通知。,交易条款涵盖质量标准、供货期限、交货方式、交货地点、包装标准、合理损耗、检验检疫、验收标准与期限、验收方式、质量异议处理、退换货流程、鉴定机构指定、保管费用分担、风险承担划分、运输费与装卸费承担及税金处理等。,买卖合同,货物买卖合同,,2825,,113,需要一份内蒙古农副产品买卖合同模板，用于涉农企业、合作社或农牧民间交易。,请起草一份农副产品买卖合同，明确买卖双方信息，包括标的物种类、数量、价格、质量标准（参照国家或行业标准）、供货时间（一次性或分批交付）、交货方式（送货/自提/托运）、包装责任、验收流程（数量外观及质量抽样）、付款方式（首付+尾款分期）、发票开具要求、违约责任（逾期交付或付款的违约金比例）、争议解决（仲裁或诉讼），并注明合同可电子签约及补充协议效力。
2794a12bb0f8498cbfb45eb404a3126f,内蒙古自治区肉牛买卖合同_919324847639629824,卖方|买方|养殖场,肉牛|数量|价款|质量标准,总价款|定金|付款|发票|银行转账|收款账户,供货期限|交付方式|验收|清点|过磅|品种|规格|身体情况|检验|检疫|疫苗|鉴定|保管|风险承担|退换货|书面异议,合同主体包括卖方、买方及相关的养殖场，明确各方在合同中的权利与义务，确保交易合法有效。,本合同涉及的标的物为肉牛，具体包括肉牛的数量、价款以及质量标准等关键要素，确保交易标的明确且符合双方约定。,合同价款与支付条款涵盖总价款、定金、付款方式、发票开具、银行转账及收款账户等细节，确保资金流转清晰且安全。,合同交易条款包括供货期限、交付方式、验收、清点、过磅、品种、规格、身体情况、检验、检疫、疫苗、鉴定、保管、风险承担、退换货及书面异议等内容，全面规范交易流程与争议解决机制。,买卖合同,动产买卖合同,,2329,,125,我需要一份内蒙古肉牛买卖的标准合同模板，用于规范双方交易。,请起草一份内蒙古肉牛买卖合同，需明确买卖双方身份信息、肉牛数量与价格、质量标准（如健康状况）、交付方式（自提或送货）、验收流程（包括检疫证明）、付款方式（定金与尾款分期支付）、违约责任（逾期处理）及争议解决条款（仲裁或诉讼），确保合同符合当地法规，适用于养殖场交易场景。
ec5c01d9caf742258c5b2fb34ceeadae,商品房买卖合同（现售）_919323893699710976,出卖人|买受人|法定代表人|委托代理人|销售经纪|抵押权人|承租人|前期物业,商品房|现售|套内面积|建筑面积|规划用途|抵押情况|租赁情况|房屋权利|质量保修|装饰装修,总价款|单价|一次性付|分期付|贷款付|首付款|定金|违约金|利息|退款,交付条件|验收标准|基础设施|公共服务|配套设施|交付时间|查验房屋|修复责任|交接单|质量检测|节能措施|保修范围|保修期限|维修费用|质量担保|房屋登记|所有权证|物业管理|临时规约|共有部位|专有部分|税费缴纳|销售承诺|使用承诺|信息保护,合同主体包括出卖人与买受人，双方可由法定代表人、委托代理人或销售经纪代为签署。抵押权人、承租人及前期物业等相关方也需在合同中明确其权利义务。,本合同标的为商品房现售，涉及套内面积与建筑面积的明确划分，规划用途需符合相关规定。房屋权利状况需清晰说明，包括抵押情况、租赁情况等。同时，合同需包含质量保修条款及装饰装修的具体约定。,合同价款包括总价款及单价，支付方式可选择一次性付、分期付或贷款付。首付款、定金、违约金、利息及退款等条款需详细约定，以确保交易安全。,合同交易条款涵盖交付条件、验收标准及基础设施、公共服务、配套设施的完备性。交付时间、查验房屋、修复责任及交接单需明确。质量检测、节能措施、保修范围与期限、维修费用及质量担保需详细规定。房屋登记、所有权证办理、物业管理及临时规约需落实。共有部位与专有部分的权责划分、税费缴纳、销售承诺、使用承诺及信息保护条款也需在合同中明确。,买卖合同,房屋买卖合同,,10183,,115,我需要一份现成的商品房买卖合同模板，用于现房销售。,请起草一份商品房现售合同，需包含买卖双方信息、房屋基本情况（位置、面积、规划用途）、价款计算方式（套内/建筑面积计价）、付款方式与期限、交付标准与验收流程、质量保修条款、产权登记责任、物业管理约定及违约责任。特别要求明确抵押租赁情况告知、配套设施交付条件、房屋权利瑕疵担保和争议解决方式。
04378cc52da64a348993e0971674d7e3,宁夏生鲜乳购销合同_919323910653087744,收购方|销售方|奶业协会|畜牧兽医|奶站,生鲜乳|购销合同|质量要求|检验方式|交付地点,收购价格|结算方式|付款日期|正式发票|银行账号,收购数量|交售计划|质量等级|乳蛋白质|乳脂肪|菌落总数|体细胞数|挤奶器具|贮存容器|检验结果|复检申请|调解意见|称量抽样|化验质检|过磅单|运输奶车|交付时间,合同双方包括收购方、销售方，并涉及奶业协会、畜牧兽医部门及奶站等相关主体。,本合同涉及生鲜乳的购销事宜，明确规定了质量要求、检验方式及交付地点等关键条款。,合同详细约定了收购价格、结算方式、付款日期，并要求提供正式发票及指定银行账号进行支付。,条款涵盖收购数量、交售计划、质量等级（如乳蛋白质、乳脂肪含量）、卫生指标（菌落总数、体细胞数），同时规范挤奶器具与贮存容器的使用。交易流程包括检验结果确认、复检申请、调解意见处理，以及称量抽样、化验质检、过磅单签署等环节，并明确运输奶车安排及交付时间要求。,买卖合同,农副产品购销合同,,2766,,125,需要一份宁夏地区的生鲜乳购销合同模板，明确收购方和销售方的权利义务，包含收购数量、价格、质量要求及结算方式等基本条款,请起草一份宁夏生鲜乳购销合同，需涵盖收购数量浮动范围、生鲜乳价格调整机制（参考当地协调委员会定价）、质量检测标准（如蛋白质含量、菌落数等）、检验争议处理流程（复检及赔偿规则）、按月结算付款方式、交付运输流程、不可抗力条款、违约赔偿标准（如拖欠货款每日万分之五违约金），并要求合同在县级奶业主管部门备案，合同期限至少一年且续签需提前三个月通知。
a751e7c3f613494c9540a49a0c57a790,农产品订购合同_919326037144244224,认购人|出卖人|收购点,农产品|品种|等级|质量|包装,保护价|市场价格|现金结算|钱货两清,交货日期|交货数量|交货方式|验收|结算方式|提前交货|延期交货|当面验收|上门收购|重新包装|少交数量|拒收货物|掺杂作假|以次充好|包装办法,合同双方包括认购人、出卖人及指定的收购点，各自承担相应的权利与义务。,本合同涉及的农产品需明确品种、等级、质量要求及包装标准，确保符合双方约定的规格。,价款可根据保护价或市场价格确定，结算方式可选择现金结算或钱货两清，确保交易款项清晰明确。,交货条款涵盖交货日期、数量及方式，验收需当面进行或上门收购；若出现提前或延期交货、少交数量、掺杂作假、以次充好等情况，可拒收货物或要求重新包装，包装办法需符合约定标准。,买卖合同,订购合同,,1009,,105,我需要一份农产品订购合同模板，用于农产品采购交易。,请起草一份农产品订购合同模板，合同主体为买方（甲方）和卖方（乙方）。内容包括：明确农产品的品种、等级、质量标准和包装方式；约定交货时间、数量及最低保护价，市场价格上涨时按市价收购；规定交货方式为乙方送货或甲方上门收购，当场现金结算；需涵盖不可抗力免责条款、双方违约责任（如退货、拒收、少收货等情形下的违约金比例）、合同变更解除条件及争议解决方式（仲裁或诉讼）。合同需由辽宁省工商局监制，确保法律效力。
30339418c8e04e6a990bc19740573b9c,商品房买卖合同（现售）_919324021479182336,出卖人|买受人|抵押权人|承租人|委托代理人|法定代理人,商品房|现售|套内面积|建筑面积|层高|阳台|抵押|租赁,总价款|首付款|分期付款|贷款方式|公积金贷款|商业贷款|违约金|定金|账户信息,交付条件|交付手续|查验房屋|修复责任|质量担保|房屋登记|物业管理|共用部位|保修责任|装饰标准|空气质量|隔声标准|节能措施|配套设施|绿地率|非市政道路|车位车库|物业服务|业主大会|临时规约,合同主体包括出卖人、买受人及相关权利方（如抵押权人、承租人），委托代理人或法定代理人可依法代为签署。,本合同标的为商品房现售，涉及套内面积与建筑面积的约定，层高及阳台设计需符合标准，同时明确标的物是否存在抵押或租赁情况。,合同总价款及支付方式涵盖首付款、分期付款、贷款方式（公积金贷款或商业贷款），并约定违约金、定金条款及收款账户信息。,交易条款包括房屋交付条件与手续、查验与修复责任、质量担保与登记要求，物业管理及共用部位使用规则，并明确装饰标准、空气质量等细节，配套设施如车位车库、绿地率及物业服务需符合约定，业主大会及临时规约相关事项亦纳入条款。,买卖合同,商品房买卖合同,,9989,,125,我要出售一套已竣工验收的商品房，请帮我起草一份现售合同。,请起草一份商品房现售合同，需包含买卖双方信息、房屋基本情况（位置、面积、规划用途）、价款计算方式（按套内面积或总价）、付款方式（分期或贷款）、交付条件（验收合格文件）、交付流程、房屋质量及保修责任、产权登记责任、配套设施（水电燃气等）交付标准、违约责任（逾期交房或付款处理）、争议解决方式，并附相关附件如平面图、物业协议等，确保条款符合现行法规。
dec7998725ab4211b58b3880cb9d31a1,内蒙古自治区商品房买卖合同（预售）_919324342473461760,出卖人|买受人|房地产开发企业|贷款机构|前期物业|抵押权人|不动产机构|经纪机构|委托代理人|法定代理人,商品房|预售许可证|建设用地|土地使用权|规划用途|建筑面积|套内面积|共用部位|房屋平面图|抵押情况,总价款|首付款|分期付款|贷款支付|定金|违约金|利息|监管账户|补足差价|返还房款,交付条件|查验房屋|修复责任|质量保证|装饰标准|保修期限|节能措施|规划变更|设计变更|面积差异|产权登记|物业承接|信息保护|税费承担|共有部分|使用承诺|绿地率|非市政道路|车位车库|公共服务,本合同的出卖人为房地产开发企业，买受人为购房者。涉及的其他主体包括贷款机构、前期物业服务企业、抵押权人、不动产登记机构、经纪机构等。委托代理人或法定代理人可在合同中代表相关方签署。,本合同涉及的标的物为商品房，该商品房已取得预售许可证，位于指定的建设用地范围内，土地使用权明确，规划用途为住宅。建筑面积和套内面积在合同中详细列明，共用部位及房屋平面图作为附件。此外，合同中还注明了该商品房的抵押情况。,合同总价款明确约定，支付方式包括首付款、分期付款及贷款支付。定金作为履约保证，违约金和利息条款详细列明。房款需存入监管账户，差价需补足，特定情况下可返还房款。,房屋交付条件、查验流程及修复责任在合同中明确。质量保证、装饰标准及保修期限详细约定，节能措施符合要求。规划或设计变更需通知买受人，面积差异处理方式明确。产权登记、物业承接及信息保护条款完备，税费承担清晰。共有部分使用承诺、绿地率、非市政道路及车位车库等公共服务设施的使用权均在合同中约定。,买卖合同,商品房预售合同,,15345,,115,请帮我起草一份内蒙古自治区商品房（预售）买卖合同模板,需起草符合内蒙古住建厅规范的预售商品房买卖合同，包含买卖双方信息、商品房基本情况、价款计算方式（套内/建筑面积或整套计价）、预售许可证信息、交付标准（验收证明及配套设施）、面积差异处理规则、质量保修条款、违约责任（逾期交房/付款处理）、抵押情况说明、物业管理约定及争议解决方式，要求条款覆盖房屋权属、验收流程、产权登记、设计变更处理等核心要素，并注明需补充的附件清单（如平面图、保修书）。
